id,name,type,distanceToArrival,gravity,earthMasses,radius,surfaceTemperature,surfacePressure,atmosphereType,terraformingState,orbitalPeriod,semiMajorAxis,orbitalEccentricity,orbitalInclination,argOfPeriapsis,rotationalPeriod,rotationalPeriodTidallyLocked,axialTilt,updateTime,starId
bd4043e1cd,Wolf 1329 4,Class I gas giant,8042,1.3064351406009573,48.234802,38754.384,19,null,No atmosphere,Not terraformable,38975.777311457176,16.111054023192057,0.00047,-0.028804,227.277864,0.48767366317129635,false,2.212531,2020-09-08 16:49:07,49a2dd467c
9c27504972,LHS 2166 A 1,High metal content world,5,0.1471231080124276,0.003841,1030.54325,607,null,No atmosphere,Not terraformable,0.8105877993865741,0.0109375729323626,0.000122,0.323232,261.369824,0.8105879638310186,false,-0.338152,2020-09-08 15:04:20,4a1c17fa26
6404323c92,LHS 2166 A 2,High metal content world,8,0.1464192051625995,0.003788,1025.865625,499,null,No atmosphere,Not terraformable,1.4957771119097223,0.016455037483576962,0.000317,-0.002051,262.480041,1.495777517986111,false,0.094373,2020-09-08 15:04:20,4a1c17fa26
ed3c19fe07,LHS 2166 A 3,High metal content world,10,0.1749806267462472,0.006259,1206.263,449,null,No atmosphere,Not terraformable,2.086877615914352,0.020545603902870923,0.000946,0.039235,21.717672,-2.0868780219791665,false,2.767499,2020-09-08 15:04:20,4a1c17fa26
a992c6bcd2,LHS 2166 A 4,High metal content world,14,0.14320658998566327,0.00355,1004.193,386,null,No atmosphere,Not terraformable,3.363123232569444,0.028241176289688325,0.002089,0.032603,86.774224,3.363123881215278,false,-0.357197,2020-09-08 15:04:20,4a1c17fa26
55cd66b403,LHS 2166 B 1,High metal content world,361,0.07952921865032825,0.000626,565.859125,183,null,No atmosphere,Not terraformable,5.07656050224537,0.021408132443078282,0.007515,0.162381,96.446974,5.0765614859375,false,0.253979,2020-09-07 16:58:06,c73ae914d3
fbb8023d58,LHS 2166 B 2,High metal content world,385,0.07352381756299844,0.000495,523.3269375,162,null,No atmosphere,Not terraformable,0.7515920188194445,0.000010287583794994483,0.134588,2.828462,275.452356,0.7426875420486111,false,-0.054186,2020-09-07 16:58:06,c73ae914d3
f558691ed4,LHS 2166 B 3,High metal content world,385,0.06911502975403713,0.000413,493.0299375,162,null,No atmosphere,Not terraformable,0.7515920188194445,0.000012314266584571112,0.134588,2.828462,95.452362,1.0182394726157407,false,-0.284692,2020-09-07 16:58:06,c73ae914d3
03805cf147,LHS 2166 B 4,High metal content world,364,0.09168711877964573,0.000947,648.1945,162,0.01141258091290402,Thin Carbon dioxide,Not terraformable,21.318037890729165,0.055722492907403394,0.009083,0.864142,153.883496,21.318040783310185,true,0.483093,2020-09-07 16:58:06,c73ae914d3
f2ab5ce88e,LHS 2166 C 1,Icy body,16748,0.2487475642385482,0.069497,3371.228,56,null,No atmosphere,Not terraformable,164.9869329951389,0.2711221119506683,0.002044,0.494396,217.213406,164.9873246205324,false,-1.461076,2020-09-07 16:58:06,dbb93a7f0b
51d19a32e9,LHS 2166 C 2,Icy body,16681,0.2449802646613421,0.066501,3323.02075,46,null,No atmosphere,Not terraformable,358.9326377820139,0.4552052268158052,0.002968,0.207414,235.187838,1.9516544475347224,false,-1.965654,2020-09-07 16:58:06,dbb93a7f0b
eace2f9d1c,Ross 671 A 1,High metal content world,9,0.26208439423495383,0.020479,1782.864375,703,null,No atmosphere,null,1.404063086261574,0.0180582595016207,0.001764,0.060522,320.404075,1.4040638928356481,true,-0.129667,2020-08-30 15:07:52,cfa98a5157
d2211ee0af,Ross 671 A 2,High metal content world,13,0.24472435668676865,0.016818,1671.98775,604,null,No atmosphere,null,2.370470306944444,0.02560400176747302,0.000585,-0.028546,81.948357,2.370471690289352,false,0.463992,2020-08-30 15:07:52,cfa98a5157
83339fd580,Ross 671 A 3,High metal content world,17,0.23019267936413013,0.014097,1578.345625,537,null,No atmosphere,null,0.3846382515277778,0.00001742556193375017,0.030141,-7.042278,328.547914,0.6036312648726851,false,0.320062,2020-08-30 15:07:52,cfa98a5157
4542171f9d,Ross 671 A 4,High metal content world,17,0.20184874036821687,0.009637,1393.61375,537,null,No atmosphere,null,0.3846382515277778,0.000025491024655125655,0.030141,-7.042278,148.54792,0.4990815110763889,true,0.2809,2020-08-30 15:07:52,cfa98a5157
06284bc79c,Ross 671 A 5,High metal content world,23,0.20695878445050483,0.010363,1427.201625,469,null,No atmosphere,null,0.4898118269097222,0.0000169557813988057,0.000187,-6.632851,40.44682,0.7963469831944445,false,-0.075509,2020-08-30 15:07:52,cfa98a5157
00e360dbdc,Ross 671 A 6,High metal content world,23,0.1744559592236769,0.006306,1212.602875,469,null,No atmosphere,null,0.4898118269097222,0.000027863402570856246,0.000187,-6.632851,220.446797,0.6212182828125,false,0.328527,2020-08-30 15:07:52,cfa98a5157
668a68f269,Ross 671 A 7,High metal content world,29,0.19250612390506447,0.008399,1332.22025,426,null,No atmosphere,null,8.296490750381944,0.05902206933125218,0.000752,-0.140869,346.668495,8.296496574664353,false,0.370648,2020-08-30 15:07:52,cfa98a5157
b98be202cc,Ross 671 A 8,High metal content world,42,0.3380125833180449,0.042283,2255.802,369,null,No atmosphere,null,14.256164431574073,0.0846746272634347,0.016384,0.061676,182.695362,14.256173969699073,true,0.428913,2020-08-30 15:07:52,cfa98a5157
c9a9119968,Ross 671 AB 1,Icy body,2455,1.0426281821080057,2.877508,10595.661,42,0.560309724283247,Helium,null,593.4898914010416,0.01689666836814409,0.037739,-7.436768,325.348739,2.0699262688541666,false,0.160345,2020-08-30 15:07:52,cfa98a5157
36b3ee117c,Ross 671 AB 2,Icy body,2470,1.0059937224494568,2.648468,10348.663,42,0.5216261873969898,Helium,null,593.4898914010416,0.01835789145484809,0.037739,-7.436768,145.348744,1.3060151184143518,false,0.258372,2020-08-30 15:07:52,cfa98a5157
30c55197fd,Ross 671 AB 3,Icy body,3741,1.2903562746809165,4.61557,12062.64,36,0.8508496792499383,Helium,null,9021.77690079919,7.297115641545692,0.003671,-1.641564,190.921799,1.362535400787037,false,-2.215036,2020-08-30 15:07:52,cfa98a5157
8d5ca684ef,Ross 671 AB 4,Icy body,4652,1.0712956775629787,3.063048,10784.667,32,0.591543378366642,Helium,null,13367.108034866898,9.483779813815893,0.000804,0.058686,107.300172,1.8940959283449075,false,-0.487923,2020-08-30 15:07:52,cfa98a5157
5fe5d50d06,Ross 671 B 1,High metal content world,396,0.21579702308606247,0.011697,1484.90625,583,null,No atmosphere,null,2.0433391823842593,0.01953836948132043,0.000054,0.816611,186.674343,2.0433402799768516,false,-0.096561,2020-08-30 15:07:52,74d8eb660c
3a1d6c56b8,Ross 671 B 2,High metal content world,401,0.19897494076463798,0.009246,1374.872,508,null,No atmosphere,null,3.3770311899768517,0.027311869675522727,0.000814,0.164981,244.475912,3.377033040636574,false,0.17569,2020-08-30 15:07:52,74d8eb660c
89050d5f1e,Ross 671 B 3,High metal content world,394,0.19541165133612295,0.008773,1351.39825,469,null,No atmosphere,null,4.585820215717592,0.03349186721264409,0.004535,0.431886,137.755415,4.585822503587963,false,-0.229269,2020-08-30 15:07:52,74d8eb660c
ceb91ff412,Ross 671 B 4,High metal content world,398,0.2775088635326934,0.024125,1880.52775,411,null,No atmosphere,null,7.695058912592592,0.04729362951906908,0.000419,0.007209,96.116696,7.6950636315625,false,0.012973,2020-08-30 15:07:52,74d8eb660c
65300d0416,Ross 671 C 1,Rocky Ice world,68417,0.9076544754631427,1.540784,8309.887,89,2.31995265852455,Argon-rich,null,485.55215751682874,0.7734154592231105,0.002292,-0.008057,60.692419,0.9142766671412036,false,0.504721,2020-08-30 15:07:52,ec9346a480
fde4b7a158,Ross 671 C 2,Icy body,68063,0.8547362958370929,1.801333,9259.029,68,0.4027660452109548,Helium,null,1169.8393220150463,1.3899730468721838,0.000355,0.029854,214.367232,0.6232385707638889,false,-0.514728,2020-08-30 15:07:52,ec9346a480
f96b17cef6,Ross 671 C 3,Icy body,67171,0.760821700168516,1.357681,8520.046,54,0.273211105196151,Neon-rich,null,2600.590112032755,2.3675741353175557,0.000657,0.096807,307.366678,0.7185350408449074,false,0.49698,2020-08-30 15:07:52,ec9346a480
8b82ea5cb8,Ross 671 C 4,Icy body,67664,0.731987698309461,1.234438,8282.611,48,0.2528948656896126,Neon-rich,null,4289.382723746528,3.3051065067553798,0.006737,0.032832,276.907456,1.922401457037037,false,0.135755,2020-08-30 15:07:52,ec9346a480
49167e414c,Ross 671 C 5,Icy body,68562,0.7747838929326664,1.419559,8633.183,44,0.2833306347199605,Neon-rich,null,6008.265057095834,4.137661651769419,0.001306,5.019076,171.329056,1.0138993875578703,false,-0.048236,2020-08-30 15:07:52,ec9346a480
0fd126d250,Ross 671 D 1,Icy body,70761,0.41802491279472287,0.291026,5321.687,45,0.0016178680582284726,Thin Neon,null,1207.7820935734953,1.0740304249686756,0.00308,0.400399,189.79867,1.3559320423842594,false,0.216099,2020-08-30 15:07:52,2db46cf6d2
c283d3feff,Ross 671 D 2,Icy body,70664,0.34530135845819204,0.173581,4522.0615,42,0.00001374964717493215,No atmosphere,null,1810.3811200018517,1.4067087632762008,0.000828,-0.004923,29.644968,1.6599004323379627,false,0.381586,2020-08-30 15:07:52,2db46cf6d2
d1bc2c09be,Ross 671 D 3,Icy body,70122,0.5985641333326598,0.744539,7113.329,39,0.11081724763878609,Neon-rich,null,2884.7820229000004,1.919108819562229,0.001071,0.800113,71.583695,1.576427872175926,false,-0.254105,2020-08-30 15:07:52,2db46cf6d2
4149d2cd13,Ross 671 D 4,Icy body,71353,0.501885480710731,0.472181,6186.378,37,0.0029045849296817174,Thin Neon,null,4264.588502270254,2.490437432288667,0.002491,-0.174675,320.255252,0.5262939481365742,false,-0.417503,2020-08-30 15:07:52,2db46cf6d2
49fc791d2b,LHS 221 A 1,Class I gas giant,588,3.5707785607074762,503.931915,75768.552,134,null,No atmosphere,null,793.3345933755207,1.1783136219236308,0.00053,0.004401,244.945248,0.6376904918287037,false,0.123708,2020-09-06 03:40:15,053b832d7b
05b45f2b9e,LHS 221 A 2,Class I gas giant,1009,2.7365188906624986,370.266205,74189.48,98,null,No atmosphere,null,331.3625921253819,0.007817942145524134,0.093647,5.460498,73.854166,1.0234706396527777,false,-0.248104,2020-09-06 03:40:15,053b832d7b
fd0ccfab8d,LHS 221 A 3,Class I gas giant,1062,0.6633690466500723,31.474371,43932.452,54,null,No atmosphere,null,331.3625921253819,0.09195130252389348,0.093647,5.460498,253.854161,345.16184756695606,true,0.099405,2020-09-06 03:40:15,053b832d7b
8763bf8495,LHS 221 A 4,Class I gas giant,1497,0.752225964038565,45.423374,49562.14,46,null,No atmosphere,null,3222.0645635216433,2.9994812132223085,0.000496,0.594069,105.362211,0.8800168436342592,false,-0.416332,2020-09-06 03:40:15,053b832d7b
8fbb1b7a94,LHS 221 A 5,Class I gas giant,2026,0.9515951759622897,17.846472,27620.694,39,null,No atmosphere,null,5073.603449596297,4.0597659181964545,0.001693,-0.855147,251.071525,0.9753581410300927,false,1.913944,2020-09-06 03:40:15,053b832d7b
8054a4a76c,LHS 221 BCD 1,Icy body,22190,0.7023159133691103,1.12117,8058.496,367,3526.540222057735,Thick Methane-rich,null,241.0602376416898,0.527015398910387,0.000537,-0.06146,208.277391,241.07862369547456,false,-0.464973,2020-09-06 03:40:15,6168f07442
cecc90c209,LHS 221 BCD 2,Icy body,22203,0.846138500824499,1.762275,9204.509,65,0.3751757186084382,Helium,null,461.71903334282405,0.8128143714543524,0.00002,-0.005181,19.52719,0.6469047301273148,false,-3.044057,2020-09-06 03:40:15,6168f07442
a78d6cc13f,LHS 221 BCD 3,Icy body,22012,1.1995480923135784,3.982416,11621.147,52,0.7450760239328892,Helium,null,1008.5001932801966,1.3683278459314996,0.004027,-0.053156,210.177454,1.1274300355092592,false,-0.278754,2020-09-06 03:40:15,6168f07442
fdc028965f,LHS 221 BCD 4,Class I gas giant,22288,0.5925591793315075,3.246704,14929.319,38,null,No atmosphere,null,4510.947399669213,3.714651228424871,0.000414,1.401581,27.467059,0.6630626730671296,false,0.259485,2020-09-06 03:40:15,6168f07442
b9b8687ae2,LHS 221 D 1,High metal content world,22199,0.15672462288691566,0.004503,1081.1025,396,null,No atmosphere,null,1.1832742365393518,0.009806579019751382,0.000149,-0.021785,268.772469,-1.183274554965278,false,-2.758656,2020-09-06 03:40:15,18b6959f9f
9b0c6f2a4a,LHS 221 D 2,High metal content world,22199,0.12338772729892487,0.002303,871.35575,348,null,No atmosphere,null,2.178707608472222,0.014731938698609432,0.027654,3.82371,243.652556,2.178708379837963,false,0.263701,2020-09-06 03:40:15,18b6959f9f
6a27ed2c70,Jeffries Rock,High metal content world,76,0.46734784969365983,0.11,3094.288,188,0.08562541442881816,Thin Carbon dioxide,null,30.999999769305557,0.15200009958387062,null,353.700011,159.948895,41.993733162974536,true,-0.314003,2020-09-06 18:25:05,abc1565955
c7d77ebaa2,Wolf 294 2,Icy body,327,0.3096446346914746,0.128841,4114.14675,62,0.0019975535652603012,Thin Neon-rich,null,376.3204233513889,0.6557865405539759,0.000823,-0.001381,349.231585,0.5539650047569444,false,-0.343967,2020-09-06 18:27:45,abc1565955
022c71c37a,Wolf 294 3,Icy body,458,0.39675446165131806,0.247272,5035.1345,52,0.0016227299383172959,Thin Neon,null,621.5101245928704,0.9162684703430074,0.001988,-0.096014,275.038887,1.0700222961342594,false,2.64044,2020-09-06 18:27:45,abc1565955
824fd17485,Wolf 294 4,Icy body,627,0.30960737456015175,0.127174,4087.69075,45,0.000010934418948926722,No atmosphere,null,52.852723057627315,0.0007826588527923479,0.006546,-4.902363,66.156017,-90.55617489138889,false,2.881278,2020-09-06 18:27:45,abc1565955
9215b9d51b,Wolf 294 5,Icy body,629,0.24313942440897807,0.065702,3315.47775,45,0,No atmosphere,Not terraformable,52.852723057627315,0.0015149383140284896,0.006546,-4.902363,246.156012,65.0888850978125,true,-0.089267,2020-09-06 18:27:45,abc1565955
6e65ae8eff,Wolf 294 6,Icy body,847,0.22807252304062664,0.054868,3128.29425,38,null,No atmosphere,null,1567.1994123194445,1.6974882648454033,0.000592,0.229006,171.770727,0.7362296012731481,false,-0.004635,2020-09-06 18:27:45,abc1565955
38b53d3991,Wolf 294 7,Icy body,1120,0.3712850501233363,0.211676,4815.7795,33,0.0011174203602269924,Thin Neon,null,2377.031577957986,2.240856004480818,0.002066,-0.016916,297.665651,1.5529287235185185,false,-0.491749,2020-09-06 18:27:45,abc1565955
4fec2c8b97,Wolf 294 8,Icy body,1535,0.3253267671613863,0.147603,4296.0785,28,0.00010427351591413767,No atmosphere,null,3827.1097259388894,3.07825489267883,0.004247,0.357135,150.924033,1.655778984699074,false,-0.11763,2020-09-06 18:27:45,abc1565955
0172e7a0e6,Wolf 294 9,Icy body,2063,0.4870185483316687,0.436823,6040.3835,24,0.003332849928448063,Thin Neon,null,5964.332432658564,4.137758709912038,0.001737,-0.066064,237.934226,1.5128799290162038,false,0.06678,2020-09-06 18:27:45,abc1565955
3435d76b01,2045 PC2,Rocky body,4490,0.08689331917261553,0.001,684.213,85,null,No atmosphere,null,9348.906645620254,9.56568437539332,0.5179,0,269.999997,1.9169499425578704,false,0.288145,2020-09-08 04:02:55,861b0ca50b
7119e52f6f,Lagrange,Class I gas giant,4490,2.442047132617356,301.236633,70837.2,131,null,No atmosphere,null,9348.906645620254,9.56568517225827,0.5179,0,89.999999,0.5361539911689814,false,0.058087,2020-09-08 04:02:55,861b0ca50b
77e776537d,2071 AC3,Class I gas giant,11361,1.775267166120228,16.729904,19579.4,61,null,No atmosphere,null,28259.30024738657,23.000015870719206,0.000745,13.009866,65.44496,1.335959997685185,false,-0.229091,2020-09-08 04:02:55,861b0ca50b
f0ff66fd45,Alpha Centauri B 1,Metal-rich body,4664,1.473867844894319,0.674523,4314.73,1080,0,No atmosphere,Not terraformable,3.2356998848726857,0.04185063039732757,0,0.052105,4.949055,3.3806801655671297,false,-0.275897,2020-09-08 04:02:55,2c6629608a
ca257b1a19,Eden,High metal content world,6397056,0.9165421720808258,0.66,5412.28,1223,2213.2862768319765,Hot thick Water,null,30.999999769305557,0.010000006813696581,0.01,77.100063,194.047054,1.0495200603356483,false,-0.213485,2020-09-08 04:02:55,c4cb36b369
9fc1b947ee,Byel Taca 1,High metal content world,285,0.5574911950410744,0.186858,3692.50725,165,75.51845053047126,Thick Argon-rich,null,253.34523783789354,0.5709181715318291,0.000018,0.181252,349.155678,3.3081801457870372,false,-0.188729,2020-08-29 23:28:54,479ea474bf
68db5d06b1,Byel Taca 2,Icy body,508,0.433484285289729,0.322236,5499.0145,146,235.57019491734516,Thick Nitrogen,null,602.7349305373612,1.0174574011187447,0.000235,0.473185,316.25747,1.3415739312847224,false,-0.123223,2020-08-29 23:28:54,479ea474bf
d207d5ec00,Byel Taca 3,Icy body,865,0.49029805399640286,0.445923,6082.5315,72,0.1352023963779916,Neon-rich,null,1339.4090174525463,1.732636620110663,0.000258,0.41749,318.279685,0.9868967646180555,false,-0.347051,2020-08-29 23:28:54,479ea474bf
485867a9d8,Byel Taca 4,Icy body,1295,0.41101189164020596,0.279266,5257.3435,59,0.021199212968171722,Thin Neon-rich,null,2454.4248978296296,2.5945691053863373,0.000092,0.16651,230.005288,0.7545801425462962,false,0.267991,2020-08-29 23:28:54,479ea474bf
1b8b937983,Byel Taca 5,Icy body,2197,0.39650820074679577,0.253575,5100.487,45,0.0017579255958549223,Thin Neon,null,5427.27892321574,4.403723878905651,0.000003,0.094621,65.272648,1.9548580278009258,false,0.065185,2020-08-29 23:28:54,479ea474bf
b516b830a1,Byel Taca 6,Icy body,2708,0.35663171577033764,0.190333,4659.417,40,0.0010350584357266223,Thin Neon,null,7461.893613691666,5.4450017228761265,0.003629,0.002538,276.674888,0.5520128668981481,false,-0.19616,2020-08-29 23:28:54,479ea474bf
8287286536,Byel Taca 7,Icy body,4173,0.39515699087077855,0.251257,5085.794,32,0.0017392138662718972,Thin Neon,null,4471.672974802778,0.020045958864315573,0.146255,-5.648326,213.850037,1.868600060740741,false,-0.311856,2020-08-29 23:28:54,479ea474bf
748768bb88,Byel Taca 8,Icy body,4183,0.3186787309734755,0.139897,4225.8315,32,0.00023104266469282014,No atmosphere,null,4471.672974802778,0.03600281913444908,0.146255,-5.648326,33.850042,1.3319421750578704,false,-0.08711,2020-09-03 17:43:15,479ea474bf
3aab88d109,LHS 2206 1,Rocky Ice world,1305,0.8839530550487091,1.406528,8045.3345,34,0.25593649765605725,Neon-rich,Not terraformable,3193.1928738399306,2.616786614685151,0.00033,-0.184449,104.715355,0.3972480888888889,false,-1.62173,2020-09-06 19:32:50,2c4b6bfd38
db4b5ff037,LHS 2206 2,Rocky Ice world,1802,0.7461821739040074,0.932278,7129.1015,29,0.18405482821613617,Neon-rich,Not terraformable,5215.386411657986,3.629185477691094,0.007768,-0.024672,175.364735,1.3777793394675926,false,-0.193718,2020-09-06 19:33:06,2c4b6bfd38
47eb22cb19,LHS 2206 3,Icy body,2338,0.6895544555555726,1.062862,7918.4225,25,0.2241864629558352,Neon-rich,Not terraformable,128.97237859390046,0.0033440490943120755,0.038637,5.237125,124.809836,207.50002332694444,true,-0.447715,2020-09-06 19:33:24,2c4b6bfd38
76e7642219,LHS 2206 4,Icy body,2339,0.5744116260828765,0.669112,6883.706,25,0.15556753870219592,Neon-rich,Not terraformable,128.97237859390046,0.005311909669066232,0.038637,5.237125,304.809831,164.63764497184027,false,0.300909,2020-09-06 19:33:25,2c4b6bfd38
e0adfd7b83,LHS 2206 5,Icy body,3042,0.6596615321936036,0.951157,7658.6115,22,0.20517030208734272,Neon-rich,Not terraformable,11397.695789734491,6.111711834649662,0.018383,0.578218,71.518402,1.3213636169560186,false,0.147467,2020-09-06 19:33:39,2c4b6bfd38
acee7b0d49,LHS 2206 6,Icy body,4384,0.6899630216316797,1.064436,7921.937,20,0.2189682796743153,Helium,Not terraformable,19609.358989530094,8.775268919528145,0.002715,4.422532,127.67938,1.6630830666782408,false,0.24063,2020-09-08 00:54:29,2c4b6bfd38
611fa39052,Gommat C 1,Class II gas giant,183234,1.5075515400034314,16.581413,21152.378,172,null,No atmosphere,null,260.3450100179051,0.49203796717793125,0.199565,120.686191,29.904966,260.3726311941204,false,0.185012,2020-08-29 22:46:33,bcd48d1827
485c132d5e,LHS 200 1,Class III gas giant,486,5.053187780568155,713.004395,75761.384,274,null,No atmosphere,null,413.3878206765162,0.9733553126687652,0.001908,-0.007028,341.067672,414.81526641620366,false,-1.455153,2020-09-02 23:32:37,645c3c8ad3
6e36102717,LHS 200 2,Class II gas giant,654,3.584045227253198,493.826782,74866.08,211,null,No atmosphere,null,644.596748881875,1.3088553495226987,0.000864,-0.215655,193.027959,0.8251382002199075,false,-0.661513,2020-09-02 23:32:37,645c3c8ad3
7e337a87a3,LHS 200 3,Class II gas giant,891,2.7363161747490223,331.138733,70162.712,163,null,No atmosphere,null,1026.815624424699,1.7852316147842737,0.000023,-0.066586,159.244378,0.555386784525463,false,2.347207,2020-09-02 23:32:37,645c3c8ad3
d538947b52,LHS 200 4,Gas giant with ammonia-based life,1205,1.7461268171479583,48.56567,33636.54,108,null,No atmosphere,null,1615.2790437142362,2.414708015740093,0.000626,-0.003941,194.87139,0.6562455653819445,false,2.809575,2020-09-02 23:32:37,645c3c8ad3
0d54d6ab1f,LHS 200 5,Icy body,1647,1.736466784588657,8.83626,14387.506,84,1.8637068221070812,Helium,null,2581.4434306489584,3.300715103921596,0.000154,1.693642,139.948435,0.6423487620023148,false,-0.204826,2020-09-02 23:32:37,645c3c8ad3
db6fff4786,Ditibi A 1,High metal content world,46,0.2898250072579846,0.027546,1966.28225,901,0,No atmosphere,Not terraformable,9.274957977511574,0.0921909835430365,0.000003,0.036243,206.768558,9.275251086886573,true,-0.233257,2020-09-06 18:15:59,6b4661bb19
faa82680bf,Ditibi A 2,High metal content world,134,0.6993491565638323,0.314008,4273.7375,533,0,No atmosphere,Not terraformable,45.96352784170139,0.2679719895275555,0.000082,-0.113749,71.992359,45.96497714471065,false,0.192079,2020-09-06 18:18:30,6b4661bb19
a4b8dd1bfc,Ditibi A 3,High metal content world,187,0.6694835921089892,0.27967,4122.28,453,0,No atmosphere,Not terraformable,75.77868592407408,0.37397726727258823,0.000243,0.010539,160.968902,75.78108049101851,false,0.010008,2020-09-04 22:39:56,6b4661bb19
909fddbd24,Ditibi A 4,High metal content world,254,0.7777396718016851,0.415179,4659.991,409,0.8207049562102147,Sulphur dioxide,null,120.45295012217593,0.5093607259717167,0.000179,-0.000065,287.910451,120.45674811168982,false,-0.517874,2020-09-04 22:39:56,6b4661bb19
871f39f775,Ditibi A 5,High metal content world,336,1.0622831602605998,0.920267,5936.3745,1039,155.04149025413275,Hot thick Carbon dioxide,null,183.45638419743057,0.6742729173070375,0.000572,-0.071672,265.170237,6.168277225497684,false,0.056238,2020-09-06 18:21:37,6b4661bb19
a8e2ff3caf,Ditibi A 6,High metal content world,475,1.102201737721739,1.008577,6101.105,888,166.9958845299778,Hot thick Carbon dioxide,null,307.9892791531713,0.9524399602732447,0.000535,0.034017,90.458506,1.0617726134722223,false,-0.285536,2020-09-04 22:39:56,6b4661bb19
ba32fe9e88,Ditibi A 7,Earth-like world,682,1.061233943743217,0.917992,5931.9625,306,2.3037817665926474,Suitable for water-based life,Terraformed,529.3529204748264,1.3666082912031048,0.000307,0.002872,143.417488,0.44414888864583335,false,0.302852,2020-09-07 20:02:35,6b4661bb19
e9e6e495d7,Ditibi A 8,High metal content world,858,1.557426246426497,2.293571,7739.927,291,3.761284850727856,Nitrogen,Terraforming,750.1275796029282,1.724132239032798,0.00365,0.014434,143.046383,14.228816845393519,false,1.155217,2020-09-07 20:05:47,6b4661bb19
0a7c2c1d54,Ditibi A 9,High metal content world,1124,0.9360974949576604,0.669361,5393.295,322,4.967608561559339,Thick Ammonia-rich,null,1112.6369375873494,2.2424157479572333,0.006762,0.016657,90.76705,1.0563177033680555,false,-0.195339,2020-09-04 22:39:56,6b4661bb19
4557cbab55,Ditibi A 10,High metal content world,1626,0.9724333116334855,0.7372,5553.2505,228,1.7265746052306934,Nitrogen,null,1949.646682650926,3.2592507179168027,0.000421,0.031204,116.258334,1.6053326370486112,false,0.227762,2020-09-04 22:39:56,6b4661bb19
fa25cb2a36,Ditibi A 11,Icy body,2894,0.9455690120752905,2.782835,10941.62,595,10490.23005181347,Hot thick Methane-rich,null,4647.058607251504,5.81566346248209,0.004462,0.127705,71.382901,1.0428884109027776,false,-0.288495,2020-09-04 22:39:56,6b4661bb19
d1cfb34eb2,Ditibi A 12,Icy body,3980,0.9954653685073525,2.605534,10318.577,517,11861.373757710338,Hot thick Methane-rich,null,7487.664827042129,7.993029695782294,0.002863,0.923497,115.345048,0.6775077155787037,false,0.189062,2020-09-04 22:39:56,6b4661bb19
956a112227,Ditibi B 1,High metal content world,25781,0.13474718350064424,0.002987,949.6034375,663,0,No atmosphere,Not terraformable,1.2419873641550925,0.01484708248656844,0.000016,0.000239,154.502359,1.2458581184027777,true,0.254421,2020-09-04 22:39:56,f80c0de9a6
16158ce55e,Ditibi B 2,High metal content world,25764,0.14396759626845435,0.003626,1012.1993125,505,0,No atmosphere,Not terraformable,2.9910370983449073,0.02667539815557482,0.000009,-0.002188,317.598377,3.0003591536921297,true,0.038723,2020-09-04 22:39:56,f80c0de9a6
9bb609ca4f,Ditibi B 3,High metal content world,25756,0.44853094584689446,0.094158,2922.247,383,0.00035997546508758943,No atmosphere,Not terraformable,7.460657852118055,0.049062281881869056,0.000004,-0.002296,301.543587,7.483909198657407,false,0.365235,2020-09-04 22:39:56,f80c0de9a6
4f3fd62d8c,Ditibi B 4,High metal content world,25817,0.5839845820866987,0.19348,3671.14775,305,0.2277764927214409,Sulphur dioxide,null,17.677334447696758,0.08719820272026105,0.000272,-0.024718,262.55478,17.73242728554398,false,0.825214,2020-09-04 22:39:56,f80c0de9a6
d196e644c6,Ditibi B 5,Rocky Ice world,25746,0.41183119712854893,0.162522,4006.646,228,0.20339145000740194,Argon,null,11.725580940648147,0.00036404394808868095,0.15056,1.303456,147.256143,18.811602678564814,false,0.172393,2020-09-04 22:39:56,f80c0de9a6
fe95eae40d,Ditibi B 6,Rocky Ice world,25747,0.34922560171461614,0.103264,3468.2145,219,2.235394615099926,Sulphur dioxide,null,11.725580940648147,0.0005729502726041742,0.15056,1.303456,327.256138,19.993232160891203,false,-0.158056,2020-09-04 22:39:56,f80c0de9a6
8b9fd7dba2,Ditibi B 7,Rocky Ice world,25861,0.5379308335742329,0.34816,5131.103,199,113.52394769306686,Thick Argon-rich,null,105.79733453966436,0.2874392949971513,0.00008,-0.002285,176.700245,106.12705679746529,false,0.06098,2020-09-04 22:39:56,f80c0de9a6
25af7c3cdd,Ditibi B 8,Rocky Ice world,25543,0.6763828106528542,0.627393,6142.6825,188,1048.7239279546015,Thick Argon-rich,null,232.36044993003472,0.48566621566154417,0.00003,0.253805,240.074162,0.8228965834027778,false,-3.087585,2020-09-04 22:39:56,f80c0de9a6
279f224c3d,Ditibi B 9,Rocky Ice world,26214,1.0200763172346878,1.893673,8690.018,559,7947.529790278806,Hot thick Ammonia,null,571.520805910787,0.8849478953806392,0.003203,0.553793,43.708696,1.6584023319560186,false,-0.060087,2020-09-04 22:39:56,f80c0de9a6
7eb576154c,Ditibi B 10,Class I gas giant,26631,2.186362515213937,279.681915,72136.592,119,null,No atmosphere,null,2806.1892975259257,2.556471792253056,0.002005,-0.099057,22.433265,0.7755293405324073,false,0.056742,2020-09-04 22:39:56,f80c0de9a6
